key_name,zh_cn,zh_tw,en_us,ja_jp,ko_kr
10261,蒙德在使用技能“紧急输血”后，自身进入“垂危”状态。,蒙德在使用技能“緊急輸血”後，自身進入“垂危”狀態。,"Have Mendo enter the critical condition after using the ""Emergency Transfusion"" skill.",モンドがスキル「緊急輸血」を使用した後で、「危篤」状態になる。,멘도가 스킬 ‘긴급 수혈’을 사용한 후 스스로 ‘빈사’ 상태에 진입합니다.
10220,真没礼貌,真沒禮貌,How Rude,失礼千万,예의가 없다
10221,卡尔在1次处于“伪装”状态时，有3个敌方单位从身边路过。,卡爾在1次處於“偽裝”狀態時，有3個敵方單位從身邊路過。,"Have 3 enemy units pass by Carl while he is in the ""Camouflage"" status.",カールが1度「偽装」状態になったときに、敵ユニット3体が近くを通過する。,"칼이 ‘위장’ 상태일 때, 3기의 적군 유닛이 곁을 지나갑니다."
1160,全垒打,全壘打,Home Run,本塁打,홈런
1161,阿特娜在距离自身至少10格的位置使用道具。,阿特娜在距離自身至少10格的位置使用道具。,Have Atena use items from at least 10 tiles away from herself.,アテナが自分から10コマ以上離れた位置でアイテムを使用する。,아테나가 자신으로부터 10타일 떨어진 위치에서 아이템을 사용합니다.
10200,同归于尽,同歸於盡,Die Together,共倒れ,공멸
10201,杰文利用技能“殊死一搏”致使3个敌方单位发生爆炸。,傑文利用技能「殊死一搏」致使3個敵方單位發生爆炸。,"Use the skill ""Last Gamble"" on Jevon to detonate 3 enemy units.",ジェヴァンがスキル「決死の戦い」を使用して、敵ユニット3体を爆破させる。,제본이 ‘필사의 전투’ 스킬을 사용해 3기의 적군 유닛을 폭파합니다.
550,次元口袋,次元口袋,4D Pocket,次元ポケット,차원 주머니
551,累计获得20种道具。,累計獲得20種道具。,Obtain a total of 20 types of items.,アイテムを累計20種類入手する。,누적 20 가지 아이템을 획득했습니다.
552,已获得道具{0}/{1},已獲得道具{0}/{1},Items Obtained: {0}/{1},入手済アイテム{0}/{1},{0}/{1}
540,挥金如土,揮金如土,Extravagant,一擲千金,일확천금
541,累计消耗100000个零件。,累計消耗100000個零件。,"Consume a total of 100,000 Parts.",パーツを累計100000個消費する。,누적 100000개 부품을 소비했습니다.
542,已消耗零件{0}/{1},已消耗零件{0}/{1},Progress {0}/{1},消費済パーツ{0}/{1},{0}/{1}
560,组装者,組裝者,Assembler,コンストラクター,조립공
561,累计进行30次道具合成。,累計進行30次道具合成。,Perform a total of 30 item synthesis.,アイテム合成を累計30回行う。,누적 30회 아이템 합성을 했습니다.
562,已合成{0}/{1},已合成{0}/{1},Synthesized: {0}/{1},合成回数{0}/{1},{0}/{1}
10160,极客,極客,Geek,ギーク,기크
10161,将1种道具改造至满级。,將1種道具改造至滿級。,Upgrade an item to max Rank.,1つのアイテムを改造して最高レベルにする。,1가지 아이템을 최고 레벨로 개조합니다.
580,至高科技,至高科技,Supreme Technology,最高技術,궁극의 과학기술
581,将科技等级提升至7级。,將科技等級提升至7級。,Raise the Tech Level to Rank 7.,技術レベルを7に上げる。,과학기술 등급을 7급으로 올립니다.
582,科技等级已到达{0}/{1},科技等級已到達{0}/{1},Progress {0}/{1},技術レベルが{0}/{1}になった,{0}/{1}
710,技不压身,技不壓身,Knowledge Is No Burden,芸は身を助く,다재다능
711,为1名角色装备4个技能。,為1名角色裝備4個技能。,Equip 4 skills on a character.,ユニット1体にスキルを4個装備する。,1명의 캐릭터에 4개의 스킬을 장착하세요.
10170,巅峰,巔峰,Pinnacle,頂点,정점
10171,将1个技能或特质升至满级。,將1個技能或特質升至滿級。,Upgrade a Skill or Trait to max Rank.,1つのスキルまたは特質を最高レベルにする。,2개의 스킬 또는 특성을 최고 레벨로 올립니다.
700,觉醒,覺醒,Awakening,覚醒,각성
701,使1个觉醒技的ATCG碱基完成度均达到100%。,使1個覺醒技的ATCG堿基完成度均達到100%。,Achieve 100% for the ATCG Nucleobase Completion of an Ultimate Skill.,1つの覚醒スキルのATCG塩基クオリティを全て100%にする。,1개의 각성 스킬의 ATCG염기 완성도를 100%로 올립니다.
620,枪械大师,槍械大師,Firearm Master,銃火器マスター,총기 마스터
621,将1把武器升至5阶。,將1把武器升至5階。,Upgrade a weapon to Rank 5.,1つの武器をレベル5に上げる。,1개의 무기를 레벨5로 올립니다.
650,豪华套餐,豪華套餐,Deluxe Package,デラックスセット,디럭스 패키지
651,在一把武器上装备3个5级配件。,在一把武器上裝備3個5級配件。,Equip 3 Rank 5 accessories on a weapon.,1つの武器にレベル5のアタッチメントを3つ装備する。,한 가지 무기에 레벨5 부품을 3개 장착합니다.
660,狂热枪迷,狂熱槍迷,Gun Freak,ガンマニア,건 마니아
661,累计获得9把武器。,累計獲得9把武器。,Obtain 9 weapons in total.,武器を累計9つ入手する。,총 9개의 무기를 획득했습니다.
662,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
740,团魂,團魂,Team Spirit,団結心,전우조
741,团队等级到达40级。,團隊等級到達40級。,The team reaches level 40.,チームレベルが40になる。,팀 레벨이 40을 달성했습니다.
742,团队等级已到达{0}/{1},團隊等級已到達{0}/{1},Progress {0}/{1},チームレベルが{0}/{1}になった,{0}/{1}
10280,热身运动,熱身運動,Warm-up,ウォーミングアップ,워밍업
10281,在5个不同的战役前进行实地勘察。,在5個不同的戰役前進行實地勘察。,Conduct Field Investigation before 5 different battles.,異なる5つの戦役の前に実地探査をする。,5개의 다른 전투 전에 현지 탐사를 실행합니다.
10282,已完成{0}/{1},已完成{0}/{1},Progress {0}/{1},{0}/{1}を完了した,{0}/{1}
10010,交心,交心,Open Up,通い合う心,마음을 교류하다
10011,观看全部整备对话。,觀看全部整備對話。,Read all the preparation conversation.,整備した対話を全て見る。,전체 정비 대화 보기.
760,博物馆,博物館,Museum,博物館,박물관
761,累计获得80个收藏品。,累計獲得80個收藏品。,Obtain a total of 80 collectibles.,コレクションを累計80入手する。,총 80개의 수집품을 획득했습니다.
770,听听广播,聽聽廣播,Listen to the Radio,放送を聞く,라디오를 듣다
771,获得所有“世界局势走向”的机密文件。,獲得所有“世界局勢走向”的機密檔。,"Obtain all Confidential Files on ""Trends in Global Affairs"".",全ての「世界情勢の動き」の機密ファイルを入手する。,모든 ‘세계 정세의 흐름’의 기밀 문서를 획득했습니다.
772,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
780,读读论文,讀讀論文,Read the Paper,論文を読む,논문을 읽다
781,获得所有“科学研究成果”的机密文件。,獲得所有“科學研究成果”的機密檔。,"Obtain all Confidential Files on ""Scientific Research Reports"".",全ての「科学研究の成果」の機密ファイルを入手する。,모든 ‘과학 연구 성과’ 기밀 문서를 획득했습니다.
782,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
790,翻翻报告,翻翻報告,Check the Report,レポートを閲覧する,보고서 확인
791,获得所有“军事行动调查”的机密文件。,獲得所有“軍事行動調查”的機密檔。,"Obtain all Confidential Files on ""Military Investigations"".",全ての「軍事行動調査」の機密ファイルを入手する。,모든 ‘군사 작전 조사’ 기밀 문서를 획득했습니다.
792,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
800,了如指掌,瞭若指掌,Know-it-all,極めて明白,나는 다 알고있다
801,获得所有机密文件。,獲得所有機密檔。,Obtain all the Confidential Files.,全ての機密ファイルを入手する。,모든 기밀 문서를 획득했습니다.
802,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
810,百科全书,百科全書,Encyclopedia,百科事典,백과사전
811,收录所有关键词词条。,收錄所有關鍵字詞條。,Collect all the Keyword entries.,全てのキーワード・見出しを収録する。,모든 키워드 단어를 기록합니다.
812,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
820,私人影院,私人影院,Private Cinema,個人シアター,개인 극장
821,收录所有影像资料。,收錄所有影像資料。,Collect all the graphical data.,全ての映像資料を収録する。,모든 영상 자료를 기록합니다.
822,已收集{0}/{1},已收集{0}/{1},Progress {0}/{1},{0}/{1}を収集した,{0}/{1}
10120,怀旧玩家,懷舊玩家,Nostalgic Gamer,レトロゲーマー,고전 게이머
10121,激活《面包房少女2092R》。,啟動《麵包房少女2092R》。,"Activate ""Bakery Girl 2092R""",『パン屋の少女2092R』を起動する。,<빵집소녀 2092R>를 활성화합니다.
10270,棋高一着,棋高一著,One Step Ahead,一枚上手,한 수 위
10271,在战术棋中获胜1次。,在戰術棋中獲勝1次。,Win 1 Tactical Chess game.,チェスで1回勝利する。,체스에서 1회 승리합니다.
